binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,constant_2,uniform corr 2,corr_feature_class,min max scaling,duplicate_2,random choice 2,target,semi_constant_1,multicollinearity 2,pd qcut3,random label num 14,semi_constant_2,pd qcut1,outliers 1,informative_2,multicollinearity 1,random choice 4,informative_1,outliers 2,constant_1,correlated w target 1,random choice 7,multicollinearity 3,duplicate_1,uniform corr 1,random label num 4,pd qcut2,correlated w target 2,multicollinearity 4,standard scaling,class
binary_1,Mary,Ward,2000-04-18,965.996.9061,anne57@example.net,5454 Sarah Common Suite 317,Jenniferburgh,SC,15292,constant_value,0.3165834716677568,,343.39992587101466,0.9747731471654596,Rand Choice 2,2.0071546527859363,q_const_0,-1.4944829226247802,,label num hi 1,q_const_0,High,-1.1756369097950516,0.9747731471654596,,East,1.0241831340573713,,constant_value,,Thursday,1.3088346445448602,1.0241831340573713,0.7258583788592855,label num lo 4,Q3,0.4420185970569541,0.6729128017581836,64673.73351147117,1
binary_2,Paul,Whitney,1928-08-05,001-759-492-3702x446,cynthiasmith@example.org,0875 Tamara Neck Apt. 171,Deanhaven,WI,22343,constant_value,0.46337358192514966,-1.8654627698006436,350.52394884240334,-0.5603828863589755,Rand Choice 2,-1.796914443713002,q_const_0,,G3,label num hi 7,q_const_0,Low,1.2059468239965128,-0.5603828863589755,,South,2.772118783740503,4.577122628462872,constant_value,,Wednesday,-0.7227800043503861,2.772118783740503,0.09651836223595422,,Q2,1.3568638867693883,,,0
binary_2,Robert,Ramirez,1996-11-05,967.529.9905x42337,,4957 Jennifer Unions Apt. 479,Lauraport,WI,01192,constant_value,0.9535550320450888,1.0507856614791482,242.75439437232112,2.9689279268649393,Rand Choice 2,5.725060088355324,q_const_0,0.35645572026257666,G6,label num hi 14,q_const_0,High,1.4843196126892504,2.9689279268649393,0.03616241663412733,West,2.894620275821785,,constant_value,2.5716236972798647,Saturday,0.02532022889420367,2.894620275821785,0.9851429853920927,,Q4,1.1599438120969512,0.21234735313846045,53174.05156199645,1
binary_1,Stephanie,Harper,1944-10-15,001-427-466-3666x195,slee@example.org,766 Nathan Wall Apt. 302,East Margaret,OH,33812,constant_value,0.043011593888563335,-2.056026558868073,191.4969002110693,-2.6249741737657706,Rand Choice 1,-4.94606867736609,q_const_0,1.8499236884324979,G1,label num hi 11,q_const_0,Low,-0.4206011476326159,-2.6249741737657706,1.624817975946511,South,-1.5337204517022132,,constant_value,,Monday,-0.1108235231469084,-1.5337204517022132,0.039226840892756076,,Q1,-5.325029740335454,-0.11038973943820064,46075.273319102795,0
,Carrie,Cain,2012-06-24,493-779-8835x00021,sgentry@example.org,954 Tapia Cape Apt. 963,Amandaburgh,NH,52128,constant_value,0.25632793006762244,1.1640536230824048,196.58122879078215,-0.06760796056650875,Rand Choice 1,0.07126907475273472,q_const_0,-0.2733794581562135,G4,label num hi 4,q_const_0,High,0.048466473222624165,-0.06760796056650875,,South,0.02098191690910778,0.6513202996519305,constant_value,3.9022817635278195,Monday,1.8465685279234512,0.02098191690910778,0.38981656017795696,label num lo 4,Q3,-3.5396642869240806,,,1
binary_2,Dale,Barron,,720.414.9423,dcook@example.com,2745 Michelle Fort,Port Amberberg,MH,20513,constant_value,0.04893541025365347,4.062219489216026,196.52163274512478,-1.2217076521647443,Rand Choice 2,-2.939031799307607,q_const_0,-0.3774162588103849,G2,label num hi 6,q_const_0,Low,0.9450874811598878,-1.2217076521647443,-0.14339764978097258,West,1.8443231378056928,3.3846609265912466,constant_value,,Wednesday,-1.7172147904215376,1.8443231378056928,0.09050982481415837,label num lo 4,Q1,-1.8875892879024452,,52632.281957611085,0
binary_2,Daniel,Rivers,1986-01-09,730-603-7177x56580,wilsonjeremy@example.com,68349 David Ville Suite 910,North Katherineland,NJ,04014,constant_value,0.7416545477744116,6.187643247631528,486.9045295162275,0.961774366183153,Rand Choice 1,1.9721758144260035,q_const_0,,G5,label num hi 14,q_const_0,High,-0.45628783155000885,0.961774366183153,,North,1.0483525417087796,,constant_value,2.4701562518606845,,,1.0483525417087796,0.768917476827234,label num lo 1,Q3,2.918311114019595,,,1
binary_2,,Lutz,2015-04-15,+1-832-894-6629,,43535 Kerri Lake,Frenchhaven,KS,39368,constant_value,0.3023082792255323,0.22289323804343342,337.56919411260554,-0.8989091039422038,Rand Choice 2,-2.4120682514447593,q_const_0,-0.5745535962157092,,label num hi 7,q_const_0,Low,0.6124315820616174,-0.8989091039422038,-1.1547089657434362,West,2.4004610305674445,,constant_value,-3.769129975277979,Friday,-0.4895332512018049,2.4004610305674445,0.08422204326117155,label num lo 1,Q1,-0.1830343384709534,-0.8982728203665168,49452.29666878033,0
binary_1,Tiffany,Brock,1958-03-09,(906)843-9158,jeremy03@example.com,89128 Olson Flats Suite 874,Danielton,DE,41049,constant_value,0.05544385757996424,1.32284516844844,356.8771065343954,-0.9198365268034259,Rand Choice 1,-1.479837561849778,q_const_0,0.8843942125921513,G3,label num hi 13,q_const_0,Low,-1.2043969878109027,-0.9198365268034259,,North,-0.9062701513138482,2.4079339096862364,constant_value,-1.144047560860849,,0.03194194108216106,-0.9062701513138482,0.27273149090587556,,Q2,-0.980156285201611,,,0
binary_2,,Green,2011-04-23,001-503-902-7478x9666,oshaffer@example.org,65290 Miller Wells Suite 976,West Charles,OR,26113,constant_value,0.4246603973635181,0.6491823248256947,243.24808914782147,-0.812080630970504,Rand Choice 1,-1.719440301667864,q_const_0,0.037164014359056786,G3,label num hi 11,q_const_0,Low,1.468109253559313,-0.812080630970504,0.013466419823234823,East,0.6856439278887565,,constant_value,-1.3073288806790098,Monday,0.4235621781140317,0.6856439278887565,0.6446992318676918,label num lo 3,Q2,,,56629.99345083032,0
binary_1,Angela,Burns,1995-02-12,702.923.2034x159,gsmith@example.org,98360 Jones Junctions,Amandamouth,AZ,23728,constant_value,0.8670919476286505,,137.14477358767888,0.08777843129015706,Rand Choice 2,0.42281822091030685,q_const_0,0.05013347771408778,,label num hi 12,q_const_0,High,0.3481101500988674,0.08777843129015706,-0.1622762259094156,North,-0.042585889530903476,,constant_value,-3.19216866779232,,,-0.042585889530903476,0.09482135342104164,label num lo 3,Q3,1.7330329226781127,-1.1229128714819654,53569.719064172474,1
binary_1,Taylor,Hughes,1917-06-11,(729)750-0226x994,,9901 Gomez Isle Suite 957,Clarkechester,NE,10593,constant_value,0.801215041576407,3.472186051333308,168.21021662721273,2.995192146813761,Rand Choice 1,7.08299431672875,q_const_0,1.0133073022553594,G6,label num hi 8,q_const_0,High,-2.006860507427103,2.995192146813761,2.2297371743340553,North,-1.5108282778358584,4.6928884757481075,constant_value,2.885772634029302,,1.8601014213537708,-1.5108282778358584,0.9821944128163228,label num lo 4,Q4,2.4011634833418403,0.832768951374402,,1
binary_2,Erik,Moore,2000-03-05,+1-350-329-0961x927,teresaharris@example.net,305 Pearson Divide,North Erica,CT,47046,constant_value,0.20598874038888215,3.000490297510096,333.9517180192282,-0.2932547227154315,Rand Choice 1,-0.13991053620578175,q_const_0,-1.3911577530032162,,label num hi 8,q_const_0_1,Low,2.0971140129609975,-0.2932547227154315,,South,-0.899755982803224,,constant_value,,,,-0.899755982803224,0.5241474407428158,label num lo 3,Q2,-4.508241180505832,,49611.464649465306,0
binary_2,,Bender,1981-07-13,(870)402-1031,nsanford@example.net,4556 Michael Greens Apt. 178,Goldenside,MI,20150,constant_value,0.13674508309174527,4.233885651882751,351.75340291578925,-2.760416315820616,Rand Choice 2,-5.22805519092952,q_const_0,2.320012447269689,G1,label num hi 5,q_const_0,Low,-1.1969358881625272,-2.760416315820616,1.5127361408563513,South,-1.561028039293678,5.046395533551043,constant_value,-0.6558207923612478,,-0.5038237540695027,-1.561028039293678,0.23917239155879122,,Q1,,,,0
binary_1,,Weeks,1913-06-26,250-382-2275,lmcdonald@example.net,5039 Velez Meadow Apt. 047,,NM,76831,constant_value,0.3552529745577178,5.088069174796335,372.43916004010816,0.656203460639147,Rand Choice 1,1.388270723536752,q_const_0,0.39042033692129524,G5,label num hi 1,q_const_0,,-0.1503694283081813,0.656203460639147,,East,0.8097918273664589,3.3746513654464834,constant_value,-0.38871589300682063,,,0.8097918273664589,0.43793183040309597,,Q3,0.5711626544721575,,61382.63271527568,1
binary_1,Paige,Ross,,001-695-380-8135x49137,parkshannah@example.org,723 Taylor Greens,,OR,18059,constant_value,0.46794931718726845,,331.54358291774423,-1.2469570718594878,Rand Choice 1,-3.0152134439179354,q_const_0_2,,G2,label num hi 13,q_const_0,Low,0.12186186556548775,-1.2469570718594878,0.40942845591992805,North,1.9191488524234055,3.9225957463870778,constant_value,-0.5637005244494077,,,1.9191488524234055,0.16361633002663367,label num lo 3,Q1,0.6150774103044352,,50957.8409486636,0
,David,White,,001-728-517-4165x18141,mariamartinez@example.org,43446 Gonzalez Mission,Georgehaven,SC,87675,constant_value,0.05854716658671965,,264.7633893804988,-0.7309448849904976,Rand Choice 1,-1.3815935095268763,q_const_0,1.1401166962343283,G3,label num hi 6,q_const_0,Low,1.5401645889318187,-0.7309448849904976,0.9299304966384218,West,0.13029209697270694,,constant_value,1.2317612007034893,,-1.163337852541683,0.13029209697270694,0.16652229751049324,label num lo 4,Q2,1.8013130768362178,-1.1556593203883923,52241.274221603606,0
binary_1,,Tate,1977-03-09,,,94527 Jorge Fork Apt. 401,Philliptown,ND,67129,constant_value,0.7882485435671718,1.3918937519420298,,0.5587087380473019,Rand Choice 2,1.3759183149321608,q_const_0,,,label num hi 12,q_const_0,High,0.21596668547306033,0.5587087380473019,-2.3648517271291625,South,0.14496917450032587,-1.8259133151957792,constant_value,4.900601664444137,Wednesday,,0.14496917450032587,0.28558795484371946,label num lo 3,Q3,,,39840.737714292925,1
binary_2,,Hines,1962-04-03,506.249.2488x8461,,953 Juan Valley Suite 629,,AZ,64969,constant_value,0.30108735132074205,8.761116136983297,277.2286923002598,0.11493125818958094,Rand Choice 1,0.5943279948739858,q_const_0,-2.298830384912231,G4,label num hi 1,q_const_0,High,-0.5193303509814807,0.11493125818958094,-2.274889632519799,East,-0.42624557298219345,,constant_value,,Thursday,-0.09058449339575311,-0.42624557298219345,0.5324453242120836,label num lo 3,Q3,1.740002882855959,-0.2993641832998663,,1
binary_2,Danny,Mullins,2010-11-28,776-831-3003,michael90@example.com,,,,,constant_value,0.48068391645208747,4.214280994038962,167.48283803512538,-0.4450183091822124,Rand Choice 1,-1.4191389312861908,q_const_0,0.9577848029911242,G3,label num hi 2,q_const_0,Low,-0.7871405795090827,-0.4450183091822124,,North,2.329717580598092,,constant_value,,Tuesday,-0.1859311947873106,2.329717580598092,0.694843531287998,,Q2,-0.9387998671711996,,,0
binary_1,Rachel,Higgins,1953-01-01,998.665.8177,ojordan@example.com,525 Sparks Mall,East Bryan,WY,47789,constant_value,0.7085079908259546,,331.8222321979379,1.512194632326083,Rand Choice 1,4.109205757904186,q_const_0,0.8792714165809508,G6,label num hi 10,q_const_0,High,0.2862357123134994,1.512194632326083,1.640658089688984,East,-2.1948657473081274,,constant_value,0.23295702655407236,Tuesday,,-2.1948657473081274,0.8721074658019501,,Q4,2.0751812431101646,2.3093074985086295,41427.51394668899,1
binary_1,Crystal,Thompson,1923-05-29,8172713793,,41207 Green Shores,Lake William,TN,48548,constant_value,0.8716064232858711,4.986985648469355,388.9600962523011,2.123718114410471,Rand Choice 2,5.267486574858544,q_const_0,0.6672688062812651,G6,label num hi 6,q_const_0,High,-0.3521806943281293,2.123718114410471,0.9922256407046541,West,-1.6827267296424382,1.1267964880249042,constant_value,0.1799181925709088,Monday,,-1.6827267296424382,0.8872895227174085,,Q4,0.7766024124712572,,,1
binary_2,David,Grant,1933-04-11,+1-661-814-4612,,13261 Lisa Hollow,Port Colton,MO,80246,constant_value,0.08311966955078193,-4.113277056279882,337.8606699665552,-1.0880569766875943,Rand Choice 2,-2.0652215127177107,q_const_0,-2.185016606574731,G3,label num hi 12,q_const_0,Low,-3.206714805417331,-1.0880569766875943,-0.5879872130957281,,-0.1443286617608046,,constant_value,-2.8241503339684497,,0.22379471426878692,-0.1443286617608046,0.2798358470072875,,Q2,0.8982816156922784,,23403.370144105495,0
binary_2,,Thomas,1956-03-08,+1-769-622-5431x092,pclark@example.com,215 Adam Inlet Suite 147,East Patrickfort,PA,25745,constant_value,0.8141268611314059,6.665593462840432,163.90667341869965,0.5716866557157456,Rand Choice 1,1.1786108264025483,q_const_0,1.5571590547255187,G5,label num hi 13,q_const_0,High,-1.3794363569199302,0.5716866557157456,0.24276103028330398,East,0.906801029755135,2.1716324763750032,constant_value,1.3469779126240913,Monday,-0.06731887511730582,0.906801029755135,0.8531162311530833,label num lo 1,Q3,0.2194578284829316,-0.37431428580785203,,1
,Mark,Valdez,,001-663-356-7024,tcollins@example.org,3763 Rebecca Mission Suite 255,Lewisland,SD,88117,constant_value,0.09279983676826403,-0.7684476474404973,350.65668703266374,0.5445669500931893,Rand Choice 1,1.161883476541389,q_const_0,0.34935412569317964,G5,label num hi 7,q_const_0,High,-0.30068828228283473,0.5445669500931893,1.6237787596484419,South,0.7668533812999103,,constant_value,4.8218278359294615,Sunday,0.226877408705855,0.7668533812999103,0.5182703410663023,,Q3,3.8828716879468175,,41312.03460527162,1
binary_1,Valerie,Pruitt,2004-02-16,(548)931-0610x48597,,316 Young Coves Suite 042,North Carmen,MA,14651,constant_value,0.18610732619208414,,291.7642468390142,-1.041849105036455,Rand Choice 1,-2.321424547727068,q_const_0,0.3907979175379432,G3,label num hi 3,q_const_0,Low,0.7799583328460713,-1.041849105036455,0.048539142406454856,South,1.0576760656314912,,constant_value,1.7220821010808702,Monday,0.2878554749185514,1.0576760656314912,0.093882920014009,,Q1,,0.990145638035693,,0
binary_1,Sydney,Jenkins,1945-03-10,(901)275-0921x2137,carla74@example.org,01939 Leslie Plains Apt. 874,Lauramouth,FM,35253,constant_value,0.1282733256368826,1.302840850844095,46.141826493570676,-1.460128564790036,Rand Choice 2,-2.5696236909455057,q_const_0,-0.9666991983591808,G2,label num hi 3,q_const_0,Low,0.9056168816057402,-1.460128564790036,-1.282328211393886,South,-1.1339476976604566,,constant_value,3.3021805112127134,,-0.9831534030547551,-1.1339476976604566,0.22309044476257534,label num lo 4,Q1,1.178797319069583,-1.3425106652394847,35162.42343844463,0
binary_1,,Thomas,1999-03-03,001-410-218-4041x6865,uingram@example.net,59431 Deanna Points Suite 951,South Andreburgh,ME,93528,constant_value,0.4720177839937192,-0.1289724823246785,144.68865285987295,-0.5389624776428736,Rand Choice 1,-0.6928203514668745,q_const_0,-1.0635853375324762,G4,label num hi 7,q_const_0,Low,-4.006451683001184,-0.5389624776428736,-1.1797309309204616,South,-0.8093376111763627,2.109256028715815,constant_value,-3.3546955317260765,,-2.1892253211666675,-0.8093376111763627,0.133986031771839,label num lo 4,Q2,1.670430266585145,,41050.73608164596,0
binary_2,Matthew,Evans,1965-06-14,771.873.7939,andreacastillo@example.org,,,,,constant_value,0.17849442122893616,3.723226085726159,302.6350409606056,-1.2472171113368977,Rand Choice 2,-3.0081229416101323,q_const_0,-0.7593102937111976,G2,label num hi 8,q_const_0,Low,-3.165388950947142,-1.2472171113368977,-0.9505156516991804,East,1.8932669458344986,,constant_value,-2.05477639861969,Saturday,,1.8932669458344986,0.46057956612101403,,Q1,-4.276150087637317,0.8394067371134414,,0
binary_2,Ronnie,Ray,1924-06-05,820-392-3540,thomas11@example.net,287 Jones Rue Apt. 178,Courtneyview,NV,61056,constant_value,0.9675181832392958,1.8478522757623401,458.70817874509305,-0.5200528759294801,Rand Choice 1,-1.0598055849269172,q_const_0,-0.6823148967710477,G4,label num hi 14,q_const_0,Low,0.3740943126424359,-0.5200528759294801,-0.787691273295503,West,0.5697455537949618,,constant_value,0.7885249548723259,,,0.5697455537949618,,label num lo 2,Q2,3.1521662045223042,,,0
