binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,outliers 1,informative_1,multicollinearity 1,duplicate_2,correlated w target 2,target,uniform corr 1,outliers 2,pd qcut3,random choice 7,random label num 12,corr_feature_class,multicollinearity 4,correlated w target 1,random choice 2,multicollinearity 2,uniform corr 2,pd qcut1,standard scaling,multicollinearity 3,min max scaling,class,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,random label num 3_label num lo 2,random label num 3_label num lo 3,random choice 4_North,random choice 4_South,random choice 4_West,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2
0,0.003,0.068,0.302,0.001,0.001,0.286,0.001,0.012,0.001,-1.4254517493396492,0.5508509886724762,-0.3664159152499632,0.4724066441252236,-10.353472602941281,1.0711718257205494,0.003861121940457213,-0.16849133243326087,0.188,0.106,0.554,-6.039675837854437,-3.1500289545697777,0.6889520918171202,1,0.23840413527478552,0.0005891562449195337,0,41145.36353196968,2.4226646379582912,453.7151427557228,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.007,0.002,0.001,0.001,0.001,0.001,0.001,0.009,0.001,1.3986468839043296,-1.287894198500732,0.39202711337037244,1.8961937668539977,-10.353472602941281,4.663571335859559,0.003861121940457213,3.254333514332784,0.185,0.406,0.554,-6.039675837854437,1.903670443697425,2.4358224897905587,1,0.45848450875012564,0.0005891562449195337,0,48646.827929890635,1.0668549201031063,452.95409939981414,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.009,0.003,0.001,0.001,0.001,0.286,0.001,0.011,0.566,2.2120484943594114,-2.044462049230024,-1.7047351861113573,-0.41349414144382024,-2.5832554991888457,-0.05917940201608718,0.7416113137282054,3.420666193970057,0.243,0.096,0.046,-6.039675837854437,-3.1500289545697777,2.6609971504502448,1,-2.8694359591195,0.0005891562449195337,1,44831.062319770324,0.669144871435446,115.88804815723616,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.003,0.004,0.001,0.101,0.001,0.001,0.001,0.016,0.566,-0.7233142796528153,-0.8852896287436569,-0.027550295541158322,-1.3398820467032777,-10.353472602941281,-2.385582206089156,0.003861121940457213,1.3960462800474833,0.243,0.098,0.554,2.39685315611087,-3.1500289545697777,-4.497018009520956,0,-0.7500444946520748,0.07517647968764807,1,57843.2469869189,-1.3983011030535202,266.1323517116101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.121,0.001,0.001,0.001,0.002,0.001,0.001,0.012,0.566,-0.9742353915272023,1.0241831340573713,-3.05618363036676,0.9747731471654596,-10.353472602941281,2.0071546527859363,0.750268090528418,-3.3083547003423996,0.188,0.106,0.036,3.2059414869603957,0.13189828588044372,1.3414318631338809,1,-2.8694359591195,0.0005891562449195337,0,40804.288343992295,0.42247138772794657,160.3172168017433,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.005,0.007,0.001,0.001,0.001,0.001,0.001,0.225,0.001,0.6523370962061913,2.772118783740503,-1.1600840306668745,-0.5603828863589755,0.807936970974358,-1.796914443713002,0.003861121940457213,4.105447807435224,0.19,0.406,0.041,-6.039675837854437,-3.1500289545697777,-1.4834647588978247,1,-2.8694359591195,0.1465883926827255,0,53915.739015604,-0.8762124677106449,241.78214635297476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.006,0.003,0.302,0.001,0.001,0.286,0.001,0.013,0.566,-1.571754388084618,2.894620275821785,-0.36299157920840447,2.9689279268649393,1.1896754563634526,5.725060088355324,0.8314905241045231,-3.3083547003423996,0.185,0.106,0.554,8.346587502387408,1.3252512735824324,3.8409165623098853,0,0.8777165120781079,0.9797664808973061,0,56748.803739825526,1.0593992333268625,119.82941614928247,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.01,0.001,0.302,0.001,0.001,0.001,0.001,0.022,0.001,-2.893513201235341,-1.5337204517022132,-3.05618363036676,-2.6249741737657706,-0.6285117482219311,-4.94606867736609,0.003861121940457213,0.7386094725650785,0.098,0.104,0.034,-6.039675837854437,0.4527509486578774,-8.392327048122707,1,-2.8694359591195,0.0005891562449195337,1,59627.78886834171,-0.30747081883995514,95.8197648885152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.011,0.566,-1.2301499282822146,0.02098191690910778,1.1393272789894153,-0.06760796056650875,-10.353472602941281,0.07126907475273472,0.7466956139561358,-3.3083547003423996,0.243,0.104,0.554,0.365342146654164,-1.3234919808821253,-2.830120336649507,1,1.1698247949400664,0.32036922104210896,0,58786.246211518344,-1.127909449007059,119.36578387041638,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.006,0.002,0.002,0.001,0.001,0.001,0.001,0.01,0.001,0.040896657997849174,1.8443231378056928,-0.36029456915358815,-1.2217076521647443,-10.353472602941281,-2.939031799307607,0.003861121940457213,2.9391715909614744,0.096,0.093,0.035,2.139477342103468,-3.1500289545697777,-2.3472832735553335,0,-2.8694359591195,0.43680830038600926,1,53502.57082001546,-1.164445022524742,110.71082864847415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.002,0.013,0.001,0.001,0.001,0.286,0.112,0.225,0.566,2.578817104318474,1.0483525417087796,-0.2873692289173907,0.961774366183153,-3.9318900519099533,1.9721758144260035,0.7301386427976697,-2.5963660935688244,0.243,0.104,0.039,2.262461275596614,0.1270725707084695,-1.5577486212727505,0,-2.8694359591195,0.0005891562449195337,0,29076.06428528919,-0.05603595161005022,256.2967147136201,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.008,0.068,0.302,0.001,0.001,0.001,0.001,0.012,0.566,-0.3625568159918228,2.4004610305674445,-3.05618363036676,-0.8989091039422038,-3.7297247355339698,-2.4120682514447593,0.003861121940457213,-3.3083547003423996,0.19,0.104,0.047,-1.9635068408339063,-3.1500289545697777,1.0602374951777578,0,-2.8694359591195,0.0005891562449195337,1,61909.56499347241,0.10375427259055646,294.6782494926962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.004,0.002,0.302,0.001,0.001,0.001,0.001,0.012,0.001,0.5070401896332561,-0.9062701513138482,-3.05618363036676,-0.9198365268034259,-10.353472602941281,-1.479837561849778,0.003861121940457213,2.858437982456572,0.19,0.406,0.034,-0.6270786690835761,-0.5435471437072364,-1.6455904406739297,0,-2.8694359591195,0.0005891562449195337,1,36258.30135652427,-0.3209197935190923,491.82871313810267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.01,0.007,0.001,0.101,0.001,0.286,0.112,0.225,0.566,-0.5077735011338219,0.6856439278887565,0.966513146577077,-0.812080630970504,-4.09719559495843,-1.719440301667864,0.003861121940457213,3.7105747264656097,0.19,0.106,0.554,-6.039675837854437,-3.1500289545697777,-3.72223851638456,0,1.2811271444321717,0.10262586585658207,1,52879.286452354456,-0.41786629845312645,240.50179282520483,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.005,0.004,0.001,0.001,0.001,0.286,0.112,0.225,0.566,-1.6629414892533592,-0.042585889530903476,-1.8514288569549535,0.08777843129015706,2.296322460976864,0.42281822091030685,0.4881173863902255,4.330566179970199,0.243,0.098,0.037,-6.039675837854437,-0.04160988377172107,1.7013570296985212,1,-2.8694359591195,0.3364123084194819,0,41724.74879447971,0.03143986485717313,141.21290624627807,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.013,0.001,0.001,0.001,0.286,0.001,0.015,0.566,1.6310062167283226,-1.5108282778358584,0.2717106294135019,2.995192146813761,-10.353472602941281,7.08299431672875,0.003861121940457213,4.505735193094372,0.185,0.406,0.039,-6.039675837854437,0.24067742306829187,3.315722421408675,1,-2.8694359591195,0.0005891562449195337,0,30831.569767817185,0.2584431038364152,336.28525231083995,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.007,0.005,0.001,0.001,0.001,0.001,0.001,0.009,0.001,0.381714754150994,-0.899755982803224,-1.7766300786008908,-0.2932547227154315,-10.353472602941281,-0.13991053620578175,0.003861121940457213,4.055048463829389,0.243,0.096,0.554,-0.33265055680639133,1.5822195732275675,-8.392327048122707,1,-2.8694359591195,0.5868988306538432,1,45596.05661305224,2.126302353246352,297.3559041178279,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.002,0.001,0.302,0.001,0.001,0.001,0.001,0.018,0.001,0.6478507300851896,-1.561028039293678,-0.696290926794894,-2.760416315820616,-10.353472602941281,-5.22805519092952,0.003861121940457213,-3.3083547003423996,0.098,0.097,0.554,-6.039675837854437,-3.1500289545697777,5.1665024429414,0,-2.8694359591195,0.1781619867804642,1,38285.72494837283,0.35421721583304366,344.4271593103181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.012,0.001,0.6249060591459781,0.8097918273664589,0.020642557305291527,0.656203460639147,-0.21031214514298768,1.388270723536752,0.5233234752189696,2.119291948036677,0.188,0.406,0.041,-6.039675837854437,1.1922278964261308,-2.584674304869445,1,-1.1369873613805324,0.2794843793849725,0,57358.31073293003,0.9442994178670056,221.32271350389746,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.007,0.002,0.001,0.001,0.001,0.001,0.001,0.014,0.566,1.0071538897284686,1.9191488524234055,-3.05618363036676,-1.2469570718594878,-0.3643348321919502,-3.0152134439179354,0.18030366029984712,5.055628972802587,0.096,0.096,0.554,3.6377056017795106,1.4257897833151383,-0.33844396682328903,0,-2.2399356021937917,0.0005891562449195337,1,61988.548038298795,0.9669938021619817,201.3970345432806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.007,0.001,0.302,0.101,0.001,0.001,0.001,0.014,0.566,1.0794405668488316,0.13029209697270694,-0.4919873142412429,-0.7309448849904976,-2.807606716938939,-1.3815935095268763,0.003861121940457213,5.718003926190541,0.19,0.406,0.554,-6.039675837854437,0.8676350294272318,2.4861234711316267,0,-1.4285833259644376,0.5638653581354751,1,58784.15770152495,0.44570064594503767,390.2933579822318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.007,0.001,0.001,0.001,0.001,0.001,0.001,0.012,0.001,-0.09318598669797512,0.14496917450032587,-3.05618363036676,0.5587087380473019,-10.353472602941281,1.3759183149321608,0.4212143516028352,1.0351265559748264,0.188,0.406,0.554,0.46682418095119393,-3.1500289545697777,2.6766249100854584,0,0.4042780441236882,0.0005891562449195337,0,40432.58707423011,-1.5356138509130526,382.4069536159317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.121,0.01,0.001,0.001,0.001,0.286,0.112,0.225,0.566,0.8562489339166022,-0.42624557298219345,-0.6795565657897915,0.11493125818958094,-10.353472602941281,0.5943279948739858,0.003861121940457213,-3.3083547003423996,0.243,0.093,0.554,-6.039675837854437,0.6894492220358407,-0.7636907634849943,0,-1.2883082036672648,0.1949827693408795,0,45974.34882140615,1.0308734573032148,453.0740530800813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.007,0.002,0.001,0.001,0.001,0.001,0.001,0.011,0.566,0.1239517613436308,2.329717580598092,0.7309433461535592,-0.4450183091822124,-1.4714254375183162,-1.4191389312861908,0.5313296661637558,0.20505212295135689,0.19,0.106,0.554,-6.039675837854437,0.9065447730821996,-0.9225099664858911,1,-0.21772734796248647,0.321858872240368,1,43388.42763693767,0.3422808032241291,391.15565533549454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.006,0.002,0.001,0.001,0.001,0.286,0.112,0.225,0.566,1.1342410600735846,-2.1948657473081274,0.15879998803421014,1.512194632326083,2.4309698590807804,4.109205757904186,0.5947626124328332,0.3859024533403943,0.185,0.096,0.554,-6.039675837854437,-3.1500289545697777,1.5434221773404535,1,-0.1923272619643514,0.7971909274598872,0,56301.339306811125,-0.18859743223200182,256.82073951001973,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.121,0.001,0.001,0.001,0.001,0.001,0.001,0.225,0.566,0.8753340809342783,-1.6827267296424382,-0.7388738535666549,2.123718114410471,3.147691727630532,5.267486574858544,0.003861121940457213,1.3016550197484675,0.185,0.106,0.554,-6.039675837854437,-1.3537735520139438,1.965399164344995,0,-2.8694359591195,0.0005891562449195337,0,43224.1196103877,-1.229644605905458,426.5859221357008,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.225,0.001,-2.687357907543221,-0.1443286617608046,-3.05618363036676,-1.0880569766875943,-0.4975557270228367,-2.0652215127177107,0.38300246557543416,1.6451312450094415,0.19,0.097,0.036,2.2596961643912934,-3.1500289545697777,0.11590184675263182,1,-2.8694359591195,0.42593609548748296,1,46178.17800762118,0.302614736849093,270.77875182526117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.006,0.002,0.302,0.001,0.001,0.001,0.001,0.011,0.566,0.33230604440108547,0.906801029755135,-1.10098861204919,0.5716866557157456,0.8996179946842991,1.1786108264025483,0.003861121940457213,3.0240111265264824,0.188,0.097,0.554,0.7402900740235936,-0.18543439263336078,2.293178965936474,0,-2.8694359591195,0.12950813836930042,0,44570.19972489455,0.3795355626695215,238.8169789927512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.001,0.302,0.001,0.001,0.001,0.001,0.022,0.001,0.2170198156388602,0.7668533812999103,-0.7725616656396266,0.5445669500931893,-3.2284024692023436,1.161883476541389,0.1026101313955225,-3.3083547003423996,0.188,0.096,0.554,1.2610872509201188,-3.1500289545697777,-0.21754883434838335,0,-2.8694359591195,0.8449388012431632,0,49837.5295978187,-1.1234509979354694,309.11145135462334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.002,0.068,0.302,0.001,0.001,0.001,0.001,0.225,0.566,-0.9185587267523212,1.0576760656314912,-3.05618363036676,-1.041849105036455,-3.2785079057734143,-2.321424547727068,0.003861121940457213,1.3860645953200974,0.19,0.406,0.039,1.5906494855054227,-3.1500289545697777,-2.6886144435262374,0,0.6543196548261845,0.2780821236078141,0,59459.39935700157,-0.2213367797729707,260.2137595781877,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0.121,0.001,0.001,0.001,0.001,0.001,0.001,0.007,0.566,0.22228518047958293,-1.1339476976604566,-1.2108202035898545,-1.460128564790036,-3.3025000410532748,-2.5696236909455057,0.003861121940457213,0.021237043331348904,0.096,0.104,0.047,-1.0807338719865691,-0.2862830890018976,-1.2737674060726822,0,-1.4874363124449081,0.547875376492704,0,57819.16236739889,-3.328355924444279,225.0214923053795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.006,0.003,0.302,0.001,0.001,0.001,0.001,0.017,0.001,1.5374325206164208,-0.8093376111763627,-0.40922397306965674,-0.5389624776428736,-10.353472602941281,-0.6928203514668745,0.003861121940457213,1.8378965919060641,0.243,0.097,0.035,-6.039675837854437,-3.1500289545697777,1.1751181118812484,0,0.9854825652409201,0.5430047426018215,1,42163.468523215146,-1.4458914945494308,214.63870857320669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.004,0.004,0.302,0.101,0.001,0.001,0.002,0.012,0.001,0.6917242891974146,1.8932669458344986,-3.05618363036676,-1.2472171113368977,-3.898608437147221,-3.0081229416101323,0.003861121940457213,2.636314441127868,0.096,0.093,0.554,-6.039675837854437,-3.1500289545697777,-4.657957425203625,0,-2.8694359591195,0.0005891562449195337,1,40565.10403449699,-0.6672132799665463,347.6493659988678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.006,0.007,0.001,0.001,0.001,0.001,0.002,0.016,0.001,-3.9954814406489207,0.5697455537949618,-0.4223834048248565,-0.5200528759294801,2.7181031225658754,-1.0598055849269172,0.003861121940457213,4.8696884377361815,0.243,0.406,0.554,-6.039675837854437,-3.1500289545697777,3.762934211769045,0,-2.8694359591195,0.42026690510147424,1,48914.271261303074,-0.17709898381481265,151.97456479971353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.014,0.001,0.08432728174176579,-1.2362469774398837,1.2345725411846962,1.180678340493937,-10.353472602941281,3.11600406435852,0.003861121940457213,2.9629599262839164,0.185,0.406,0.039,-6.039675837854437,-1.329009386801602,1.6815290126561149,0,-2.8694359591195,0.0005891562449195337,0,51507.60898982817,-1.263303452470737,309.1928389880667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
