binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,duplicate_2,correlated w target 2,duplicate_1,uniform corr 1,random choice 2,correlated w target 1,target,multicollinearity 4,informative_2,multicollinearity 2,outliers 2,uniform corr 2,pd qcut3,multicollinearity 3,outliers 1,random choice 7,random label num 12,multicollinearity 1,pd qcut1,informative_1,corr_feature_class,class,scaling_combined,random choice 4_North,random choice 4_South,random choice 4_West,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,random label num 3_label num lo 2,random label num 3_label num lo 3,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2
1,0.2198019801980198,0.12475247524752475,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.38712871287128714,0.5613861386138614,0.007920792079207921,79116.0,0.6640066001907508,,0.5210909070320509,,1,,1.4902846231827178,-0.7647188974324726,0.6640066001907508,0.4769307971315375,,0.4863066099722169,0.15841584158415842,-0.37250390210626,0.1099100901181353,0.1405940594059406,0.0801980198019802,-0.3152539149603609,1,0.5210909070320509,0.9525360638001588,1,43232.11753170096,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0029702970297029703,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.38712871287128714,0.5613861386138614,0.5732673267326732,28461.0,1.0453063757400651,,1.298410809303382,0.9715960626714176,0,,2.077177886048961,,1.0453063757400651,-1.6993989967085996,-0.0666325230385838,,0.15841584158415842,-0.2032066208714532,1.3722135806616438,0.1099009900990099,0.07425742574257425,,1,1.298410809303382,,1,59329.51618627814,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0019801980198019802,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.38712871287128714,0.5613861386138614,0.5732673267326732,,-0.2173042557473516,,-0.6860766332166293,0.6037067354218676,0,-1.924240558005912,-0.0403956981884505,-0.0125967458602637,-0.2173042557473516,0.4130987182678781,3.4162684655189626,0.7104319670381818,0.3673267326732673,0.0423582435373347,0.9666356212795492,0.1405940594059406,0.07623762376237624,0.1222209818391493,0,-0.6860766332166293,-1.5073741282181174,0,47613.68697813729,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.2198019801980198,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5613861386138614,0.5732673267326732,54798.0,2.7119608896597107,,2.9251395877620867,0.9968577812378528,1,,5.165736554096395,0.2737542028524439,2.7119608896597107,-0.3005108266786314,0.0902244015278475,0.7691946232597419,0.15544554455445544,0.6670367300116611,0.1399290190682753,0.1405940594059406,0.08217821782178218,0.4245977160464396,1,2.9251395877620867,3.5147179652455742,1,56433.24911847878,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0009900990099009901,0.0039603960396039604,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5732673267326732,99443.0,1.646367141258015,6.684202127903257,1.882030027039841,,0,,3.1919319238247565,-0.4053028607174981,1.646367141258015,2.191517238330201,6.238147265478736,,0.3673267326732673,,-1.0212014754079213,0.200990099009901,0.08217821782178218,1.331163702053321,0,1.882030027039841,-0.049277255369343,1,43918.18876777654,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.005940594059405941,0.12475247524752475,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.38712871287128714,0.5613861386138614,0.5732673267326732,6404.0,1.0474848470309324,-0.440221973406429,1.0198391116840506,0.9731129373142554,0,0.5676732500952587,2.16415341226954,-0.1119144260507442,1.0474848470309324,0.1564398259282186,2.3797740088047643,0.2059920609209888,0.3673267326732673,,-1.2156300149218688,0.1405940594059406,0.061386138613861385,,1,1.0198391116840506,0.2816802831185492,1,51599.54463419127,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.006930693069306931,0.0029702970297029703,0.10297029702970296,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5613861386138614,0.5732673267326732,96435.0,-0.8983006964065531,,-0.3714869425311782,0.3583732604732009,1,,-1.5917313144198164,-0.4607742422539866,-0.8983006964065531,,5.078659211694772,0.6796393725034775,0.1603960396039604,-0.4780891605801915,-0.5052984491526297,0.1306930693069307,0.07920792079207921,-0.9195597260909254,0,-0.3714869425311782,,0,48442.56595256123,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0019801980198019802,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5613861386138614,0.011881188118811881,8621.0,1.5115778404585067,4.359925734347835,-2.409975872086312,0.9274273789417082,0,,4.171443967670781,0.2107463793235219,1.5115778404585067,1.374995917967611,2.9494634015175927,0.7793157396205812,0.15544554455445544,,-1.083024504665777,0.1405940594059406,0.18712871287128713,1.20533934801389,0,-2.409975872086312,3.796845315385891,1,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.006930693069306931,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.10198019801980197,0.0009900990099009901,0.5613861386138614,0.5732673267326732,32856.0,0.4724066441252236,,0.5508509886724762,,0,,1.0711718257205494,,0.4724066441252236,0.2261299095722427,1.735088950938663,0.2809328232407856,0.15841584158415842,-2.146074874625979,-3.95106972623178,0.200990099009901,0.07920792079207921,0.0860589299789814,1,0.5508509886724762,,0,48697.26910732611,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.005940594059405941,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.38712871287128714,0.0009900990099009901,0.5732673267326732,14145.0,1.8961937668539977,0.1285972151689995,-1.287894198500732,0.8508692081236366,1,8.732841994030325,4.663571335859559,-0.9810851574972184,1.8961937668539977,-0.4466080749411508,2.54703605566335,0.9633801431539536,0.15544554455445544,-0.9689122319670508,,0.1405940594059406,0.07623762376237624,,1,-1.287894198500732,5.790773427870511,1,56948.13648612788,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0049504950495049506,0.006930693069306931,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.38712871287128714,0.5613861386138614,0.5732673267326732,23413.0,-0.4134941414438202,,-2.044462049230024,0.2122266224589709,1,,-0.0591794020160871,-2.179322554857894,-0.4134941414438202,-0.4562255763009465,2.022625604170135,0.2893143021323731,0.3673267326732673,-1.5444904263193135,-1.9607483819717035,0.1306930693069307,0.07326732673267326,,0,-2.044462049230024,,1,40296.77369359788,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5732673267326732,28478.0,-1.3398820467032777,-1.6208953678739897,-0.8852896287436569,0.3243394105972307,0,,-2.385582206089156,0.0373302841486106,-1.3398820467032777,0.5911128776141843,6.895911724571048,,0.1603960396039604,-0.0870315996133964,-1.0250620115188924,0.200990099009901,0.18712871287128713,0.1181015816640397,0,-0.8852896287436569,-0.5980430945598867,0,68797.90888176097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0029702970297029703,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5732673267326732,14015.0,0.9747731471654596,1.7666696084723534,1.0241831340573713,,0,,2.0071546527859363,0.7487703591450545,0.9747731471654596,-0.6092829694409708,2.81747519082527,0.8215829308805396,0.15841584158415842,-0.457444659590564,-4.307337587176873,0.1405940594059406,0.08217821782178218,-0.3277100151363388,1,1.0241831340573713,,1,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.2198019801980198,0.12475247524752475,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.38712871287128714,0.5613861386138614,0.5732673267326732,,-0.5603828863589755,,2.772118783740503,,0,,-1.796914443713002,0.0043078895758832,-0.5603828863589755,-0.4059801143942677,4.061803760043178,,0.1603960396039604,-0.6740098983933224,-0.8581260465864043,0.200990099009901,0.06435643564356436,0.018913094188646,0,2.772118783740503,,0,59777.49006848291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.009900990099009901,57646.0,2.96892792686494,,2.894620275821785,0.9913068892987712,1,,5.725060088355324,-0.7469331916091899,2.96892792686494,-0.9036033178710652,2.0566758792130724,0.9457888275545404,0.15544554455445544,-0.549319930066562,0.414916382440067,0.200990099009901,0.061386138613861385,,1,2.894620275821785,2.3143159442780084,1,52366.35406325124,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.2198019801980198,0.0039603960396039604,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5613861386138614,0.5732673267326732,81097.0,-2.6249741737657706,,-1.5337204517022132,0.2833225860808407,1,-0.8747473035808275,-4.94606867736609,-0.34227745476564,-2.6249741737657706,0.0112503484299145,4.688159180504022,0.0662829464328649,0.3673267326732673,-0.6613569593651782,-0.0592703991874355,0.200990099009901,0.18712871287128713,0.2617770805276997,0,-1.5337204517022132,,0,69731.27010928984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.005940594059405941,0.0039603960396039604,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.38712871287128714,0.5613861386138614,0.006930693069306931,56626.0,-0.0676079605665087,,0.0209819169091077,0.6656469855125156,0,-1.900157640819044,0.0712690747527347,,-0.0676079605665087,-0.4794443846926649,,0.5083349767144457,0.3673267326732673,0.509181250671723,-1.0402039494793316,0.1405940594059406,0.08217821782178218,-0.7919300363280608,1,0.0209819169091077,1.930349236480838,1,56251.24789663456,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.01287128712871287,0.0039603960396039604,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5613861386138614,0.007920792079207921,24868.0,-1.2217076521647443,-2.4688313515470504,1.8443231378056928,0.4240380725774353,0,0.5396132016576622,-2.939031799307607,-2.159624277074724,-1.2217076521647443,-1.5250711730163204,0.1514386052777059,0.0047547477573069,0.07623762376237624,-2.773972864059169,-0.0517455847948492,0.200990099009901,0.06435643564356436,0.0262175026532222,0,1.8443231378056928,0.0402558521304532,0,50241.40093426035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5732673267326732,3902.0,0.961774366183153,,1.0483525417087796,,1,-0.6021365486091252,1.9721758144260035,-0.1046610652826449,0.961774366183153,-0.3095162522557994,-0.0185464991592199,0.3317002473979192,0.15841584158415842,0.531237206334517,-1.1537765582921615,0.1306930693069307,0.07326732673267326,0.9350565179944342,1,1.0483525417087796,2.77303643292417,1,81213.68521414074,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.2198019801980198,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5613861386138614,0.5732673267326732,46905.0,-0.8989091039422038,-6.102980846154147,2.4004610305674445,,1,,-2.41206825144476,,-0.8989091039422038,-0.7008324890877178,2.188786024819284,0.3447776963878902,0.1603960396039604,-0.81747054351301,-0.6656483791231199,0.14653465346534653,0.18712871287128713,-0.4214364379591799,0,2.4004610305674445,-5.263039352378915,0,52115.657509996345,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0019801980198019802,0.009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5732673267326732,11229.0,-0.919836526803426,-2.9493534604042555,-0.9062701513138482,0.2006503189795992,1,0.8532335886177793,-1.479837561849778,0.8036279325116489,-0.919836526803426,,4.576617502447967,0.3332554328981337,0.1603960396039604,0.6171098842869631,1.2371887827915984,0.14455445544554454,0.07623762376237624,-0.5061811081182362,0,-0.9062701513138482,0.6618716435873431,0,47811.24090686294,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.011881188118811881,79371.0,-0.812080630970504,-1.3461817422811388,0.6856439278887565,0.3110407410860338,0,-1.277006817595365,-1.719440301667864,-0.775967414959614,-0.812080630970504,0.0907950563017935,2.896490389423572,0.5786286628967844,0.1603960396039604,-0.160664037349702,-0.6321595667085385,0.14455445544554454,0.08217821782178218,0.8828532401405143,0,0.6856439278887565,-1.6124376353575736,0,57161.99774952149,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.019801980198019802,0.0029702970297029703,0.0009900990099009901,0.05148514851485148,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.5732673267326732,67784.0,0.087778431290157,-2.789169767662836,-0.0425858895309034,0.2650455600800315,0,1.20493798446627,0.4228182209103068,-0.6002354592387381,0.087778431290157,0.9275593301158518,3.737788775864855,0.2800588529730521,0.3673267326732673,-1.140251578851193,-1.2677121753900862,0.200990099009901,0.08217821782178218,,1,-0.0425858895309034,3.346179218184957,1,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0029702970297029703,0.01089108910891089,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5613861386138614,0.5732673267326732,90152.0,2.995192146813761,6.297685634865188,-1.5108282778358584,0.9605792427762492,0,5.796963694144,7.08299431672875,-1.04014364464137,2.995192146813761,-0.9385077125769468,2.0867955380046217,,0.3673267326732673,-0.968380918917474,-1.3637874816061095,0.200990099009901,0.06435643564356436,-0.4152465512118138,1,-1.5108282778358584,,1,35585.12125807645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0029702970297029703,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.10198019801980197,0.0009900990099009901,0.0009900990099009901,0.5732673267326732,6814.0,-0.2932547227154315,-2.744425201863808,-0.899755982803224,0.2679369102363719,1,,-0.1399105362057817,0.7600260983426906,-0.2932547227154315,,-0.4390853106988541,,0.3673267326732673,0.6447723850038988,-0.1074423954687623,0.1405940594059406,0.06435643564356436,0.6619874801911757,0,-0.899755982803224,2.4654780282296542,0,31797.619441704686,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2198019801980198,0.12475247524752475,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5613861386138614,0.006930693069306931,14485.0,-2.760416315820616,-6.168617390143144,-1.561028039293678,,0,,-5.22805519092952,-0.163323789365286,-2.760416315820616,0.959965500559766,0.7229981772052074,,0.08217821782178218,-0.5645690445089847,,0.12673267326732673,0.18712871287128713,0.1708818451772875,0,-1.561028039293678,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.10198019801980197,0.0009900990099009901,0.0009900990099009901,0.007920792079207921,59292.0,0.656203460639147,,0.8097918273664589,,0,,1.388270723536752,0.7398554099258413,0.656203460639147,1.0857533061372329,2.62011301095783,0.5686965477233794,0.3673267326732673,,-1.3666029591435105,0.14653465346534653,0.08217821782178218,0.3438400018840971,1,0.8097918273664589,0.7246506478116401,1,56699.18120859092,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.2198019801980198,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.007920792079207921,89704.0,-1.2469570718594878,,1.9191488524234053,0.0113517128371168,1,,-3.0152134439179354,0.5922187997516933,-1.2469570718594878,0.5354715818613166,1.774222017865072,0.2191375186838923,0.07623762376237624,-0.1631201731245857,,0.1099009900990099,0.0801980198019802,-0.5934920463069803,0,1.9191488524234053,-0.0874318654113346,0,56663.40438857512,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0019801980198019802,0.006930693069306931,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.38712871287128714,0.5613861386138614,0.5732673267326732,78097.0,-0.7309448849904976,-0.6901532728470685,0.1302920969727069,0.733616576384129,1,0.557238207440431,-1.3815935095268763,0.525275492314055,-0.7309448849904976,-0.3685598766773503,-0.95175621673328,0.1528093864472047,0.1603960396039604,,-0.9731650216513827,0.1306930693069307,0.08217821782178218,0.1255889209262331,0,0.1302920969727069,,0,55204.23668686845,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0029702970297029703,0.009900990099009901,0.10297029702970296,0.0009900990099009901,0.0009900990099009901,0.38712871287128714,0.5613861386138614,0.5732673267326732,,0.5587087380473019,-1.6327929254674862,0.1449691745003258,0.2248051211986854,1,3.6259796004996536,1.3759183149321608,0.8869765348680603,0.5587087380473019,-1.2366920058138675,2.9731061458790533,0.8009323705548617,0.15841584158415842,1.1255613478240407,-0.28841300049268,0.12673267326732673,0.07623762376237624,0.2809349839034846,0,0.1449691745003258,,1,42688.53414786215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.011881188118811881,0.0039603960396039604,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5613861386138614,0.5732673267326732,66226.0,0.1149312581895809,,-0.4262455729821934,,0,,0.5943279948739858,0.0623287412148693,0.1149312581895809,-0.3638485918841851,1.7098395113477705,,0.3673267326732673,0.1284838057860063,-0.2289322589225726,0.14653465346534653,0.061386138613861385,-0.8767525120949929,0,-0.4262455729821934,2.223643221014926,1,41498.33346404225,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.006930693069306931,0.006930693069306931,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.009900990099009901,27318.0,-0.4450183091822124,1.758202781427868,2.329717580598092,0.2330330954700162,0,-1.884179642998765,-1.4191389312861908,-1.4416529441683616,-0.4450183091822124,-0.8368486036286881,-0.9094042813270088,,0.1603960396039604,-0.6329994012115604,-1.4437306796023537,0.14653465346534653,0.06435643564356436,-1.205724032339632,0,2.329717580598092,4.376814467093837,0,64287.45642863666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.5613861386138614,0.5732673267326732,93306.0,1.512194632326083,2.907543093875264,-2.1948657473081274,0.2914026857440501,1,,4.109205757904186,-1.3512142411027357,1.512194632326083,1.6268771663326904,4.835679144691427,,0.15544554455445544,-1.22858020571559,-2.3581181922884515,0.200990099009901,0.07326732673267326,1.5272463503516651,1,-2.1948657473081274,,1,53032.892822696456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0009900990099009901,0.01287128712871287,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.013861386138613862,54959.0,2.123718114410471,5.581604746804739,-1.6827267296424382,0.9916502878663552,1,2.059038882662706,5.267486574858544,0.2269249512038544,2.123718114410471,1.056655825721877,3.523674406919117,0.935631091416157,0.15544554455445544,0.3687964561571861,-0.7068643328361088,0.14653465346534653,0.06435643564356436,,0,-1.6827267296424382,5.635305777106548,1,52586.63146981883,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
